,xc,yb,surf,airfoil,alpha,M,Re,chord,taper ratio,span,le sweep,cp,source,std,case
177,0.75,0.653,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.005,ARC-RM-2822/1_Wing_A,0,1
178,0.85,0.653,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.035,ARC-RM-2822/1_Wing_A,0,1
179,0.95,0.653,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.075,ARC-RM-2822/1_Wing_A,0,1
180,0.95,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.11,ARC-RM-2822/1_Wing_A,0,1
181,0.85,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.05,ARC-RM-2822/1_Wing_A,0,1
182,0.75,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.0,ARC-RM-2822/1_Wing_A,0,1
183,0.65,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.03,ARC-RM-2822/1_Wing_A,0,1
184,0.5,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.12,ARC-RM-2822/1_Wing_A,0,1
185,0.35,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.205,ARC-RM-2822/1_Wing_A,0,1
186,0.225,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.23,ARC-RM-2822/1_Wing_A,0,1
187,0.15,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.22,ARC-RM-2822/1_Wing_A,0,1
188,0.08,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.195,ARC-RM-2822/1_Wing_A,0,1
189,0.03,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.15,ARC-RM-2822/1_Wing_A,0,1
190,0.01,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.015,ARC-RM-2822/1_Wing_A,0,1
191,0.0,0.898,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.43,ARC-RM-2822/1_Wing_A,0,1
192,0.01,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.065,ARC-RM-2822/1_Wing_A,0,1
193,0.03,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.215,ARC-RM-2822/1_Wing_A,0,1
194,0.08,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.265,ARC-RM-2822/1_Wing_A,0,1
195,0.15,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.255,ARC-RM-2822/1_Wing_A,0,1
196,0.225,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.275,ARC-RM-2822/1_Wing_A,0,1
197,0.35,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.23,ARC-RM-2822/1_Wing_A,0,1
198,0.5,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.14,ARC-RM-2822/1_Wing_A,0,1
199,0.65,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.055,ARC-RM-2822/1_Wing_A,0,1
200,0.75,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.015,ARC-RM-2822/1_Wing_A,0,1
201,0.85,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.035,ARC-RM-2822/1_Wing_A,0,1
202,0.95,0.898,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.075,ARC-RM-2822/1_Wing_A,0,1
203,0.7,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.005,ARC-RM-2822/1_Wing_A,0,1
204,0.5,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.09,ARC-RM-2822/1_Wing_A,0,1
205,0.35,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.16,ARC-RM-2822/1_Wing_A,0,1
206,0.25,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.175,ARC-RM-2822/1_Wing_A,0,1
207,0.15,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.185,ARC-RM-2822/1_Wing_A,0,1
208,0.1,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.16,ARC-RM-2822/1_Wing_A,0,1
209,0.05,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.115,ARC-RM-2822/1_Wing_A,0,1
210,0.025,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.06,ARC-RM-2822/1_Wing_A,0,1
211,0.0,0.949,U,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.06,ARC-RM-2822/1_Wing_A,0,1
212,0.025,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.075,ARC-RM-2822/1_Wing_A,0,1
213,0.05,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.1,ARC-RM-2822/1_Wing_A,0,1
214,0.1,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.155,ARC-RM-2822/1_Wing_A,0,1
215,0.15,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.175,ARC-RM-2822/1_Wing_A,0,1
216,0.25,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.185,ARC-RM-2822/1_Wing_A,0,1
217,0.35,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.16,ARC-RM-2822/1_Wing_A,0,1
218,0.5,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.065,ARC-RM-2822/1_Wing_A,0,1
219,0.7,0.949,L,RAE101,0.0,0.14,1680000.0,0.508,1.0,0.508,45.0,0.005,ARC-RM-2822/1_Wing_A,0,1
220,0.95,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.025,ARC-RM-2822/1_Wing_A,0,2
221,0.75,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.14,ARC-RM-2822/1_Wing_A,0,2
222,0.65,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.205,ARC-RM-2822/1_Wing_A,0,2
223,0.5,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.275,ARC-RM-2822/1_Wing_A,0,2
224,0.35,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.315,ARC-RM-2822/1_Wing_A,0,2
225,0.225,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.26,ARC-RM-2822/1_Wing_A,0,2
226,0.15,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.195,ARC-RM-2822/1_Wing_A,0,2
227,0.08,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.085,ARC-RM-2822/1_Wing_A,0,2
228,0.03,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.095,ARC-RM-2822/1_Wing_A,0,2
229,0.01,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.33,ARC-RM-2822/1_Wing_A,0,2
230,0.0,0.0,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,1.01,ARC-RM-2822/1_Wing_A,0,2
231,0.01,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.64,ARC-RM-2822/1_Wing_A,0,2
232,0.03,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.35,ARC-RM-2822/1_Wing_A,0,2
233,0.08,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.11,ARC-RM-2822/1_Wing_A,0,2
234,0.15,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.005,ARC-RM-2822/1_Wing_A,0,2
235,0.225,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.08,ARC-RM-2822/1_Wing_A,0,2
236,0.35,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.17,ARC-RM-2822/1_Wing_A,0,2
237,0.5,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.16,ARC-RM-2822/1_Wing_A,0,2
238,0.65,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.11,ARC-RM-2822/1_Wing_A,0,2
239,0.75,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.08,ARC-RM-2822/1_Wing_A,0,2
240,0.85,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.035,ARC-RM-2822/1_Wing_A,0,2
241,0.95,0.0,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.0,ARC-RM-2822/1_Wing_A,0,2
242,0.95,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.055,ARC-RM-2822/1_Wing_A,0,2
243,0.85,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.025,ARC-RM-2822/1_Wing_A,0,2
244,0.75,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.09,ARC-RM-2822/1_Wing_A,0,2
245,0.65,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.145,ARC-RM-2822/1_Wing_A,0,2
246,0.5,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.25,ARC-RM-2822/1_Wing_A,0,2
247,0.35,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.31,ARC-RM-2822/1_Wing_A,0,2
248,0.225,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.34,ARC-RM-2822/1_Wing_A,0,2
249,0.15,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.305,ARC-RM-2822/1_Wing_A,0,2
250,0.08,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.25,ARC-RM-2822/1_Wing_A,0,2
251,0.03,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.185,ARC-RM-2822/1_Wing_A,0,2
252,0.01,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.015,ARC-RM-2822/1_Wing_A,0,2
253,0.0,0.041,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.525,ARC-RM-2822/1_Wing_A,0,2
254,0.01,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.375,ARC-RM-2822/1_Wing_A,0,2
255,0.03,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.19,ARC-RM-2822/1_Wing_A,0,2
256,0.08,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.02,ARC-RM-2822/1_Wing_A,0,2
257,0.15,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.105,ARC-RM-2822/1_Wing_A,0,2
258,0.225,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.14,ARC-RM-2822/1_Wing_A,0,2
259,0.35,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.185,ARC-RM-2822/1_Wing_A,0,2
260,0.5,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.15,ARC-RM-2822/1_Wing_A,0,2
261,0.65,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.1,ARC-RM-2822/1_Wing_A,0,2
262,0.85,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.0,ARC-RM-2822/1_Wing_A,0,2
263,0.95,0.041,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.06,ARC-RM-2822/1_Wing_A,0,2
264,0.95,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.06,ARC-RM-2822/1_Wing_A,0,2
265,0.85,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.005,ARC-RM-2822/1_Wing_A,0,2
266,0.75,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.065,ARC-RM-2822/1_Wing_A,0,2
267,0.65,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.13,ARC-RM-2822/1_Wing_A,0,2
268,0.5,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.245,ARC-RM-2822/1_Wing_A,0,2
269,0.35,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.335,ARC-RM-2822/1_Wing_A,0,2
270,0.225,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.365,ARC-RM-2822/1_Wing_A,0,2
271,0.15,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.355,ARC-RM-2822/1_Wing_A,0,2
272,0.08,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.315,ARC-RM-2822/1_Wing_A,0,2
273,0.03,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.26,ARC-RM-2822/1_Wing_A,0,2
274,0.01,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.08,ARC-RM-2822/1_Wing_A,0,2
275,0.0,0.082,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.44,ARC-RM-2822/1_Wing_A,0,2
276,0.01,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.375,ARC-RM-2822/1_Wing_A,0,2
277,0.03,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.17,ARC-RM-2822/1_Wing_A,0,2
278,0.08,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.035,ARC-RM-2822/1_Wing_A,0,2
279,0.15,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.135,ARC-RM-2822/1_Wing_A,0,2
280,0.225,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.17,ARC-RM-2822/1_Wing_A,0,2
281,0.35,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.2,ARC-RM-2822/1_Wing_A,0,2
282,0.5,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.145,ARC-RM-2822/1_Wing_A,0,2
283,0.65,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.045,ARC-RM-2822/1_Wing_A,0,2
284,0.75,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.02,ARC-RM-2822/1_Wing_A,0,2
285,0.85,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.025,ARC-RM-2822/1_Wing_A,0,2
286,0.95,0.082,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.07,ARC-RM-2822/1_Wing_A,0,2
287,0.95,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.06,ARC-RM-2822/1_Wing_A,0,2
288,0.85,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.005,ARC-RM-2822/1_Wing_A,0,2
289,0.75,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.05,ARC-RM-2822/1_Wing_A,0,2
290,0.65,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.095,ARC-RM-2822/1_Wing_A,0,2
291,0.5,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.19,ARC-RM-2822/1_Wing_A,0,2
292,0.35,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.335,ARC-RM-2822/1_Wing_A,0,2
293,0.225,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.37,ARC-RM-2822/1_Wing_A,0,2
294,0.15,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.39,ARC-RM-2822/1_Wing_A,0,2
295,0.08,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.365,ARC-RM-2822/1_Wing_A,0,2
296,0.03,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.3,ARC-RM-2822/1_Wing_A,0,2
297,0.01,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.155,ARC-RM-2822/1_Wing_A,0,2
298,0.0,0.163,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.4,ARC-RM-2822/1_Wing_A,0,2
299,0.01,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.455,ARC-RM-2822/1_Wing_A,0,2
300,0.03,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.28,ARC-RM-2822/1_Wing_A,0,2
301,0.08,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.085,ARC-RM-2822/1_Wing_A,0,2
302,0.15,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.03,ARC-RM-2822/1_Wing_A,0,2
303,0.225,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.085,ARC-RM-2822/1_Wing_A,0,2
304,0.35,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.125,ARC-RM-2822/1_Wing_A,0,2
305,0.5,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.07,ARC-RM-2822/1_Wing_A,0,2
306,0.65,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.01,ARC-RM-2822/1_Wing_A,0,2
307,0.75,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.02,ARC-RM-2822/1_Wing_A,0,2
308,0.85,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.04,ARC-RM-2822/1_Wing_A,0,2
309,0.95,0.163,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.065,ARC-RM-2822/1_Wing_A,0,2
310,0.95,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.07,ARC-RM-2822/1_Wing_A,0,2
311,0.85,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.02,ARC-RM-2822/1_Wing_A,0,2
312,0.75,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.035,ARC-RM-2822/1_Wing_A,0,2
313,0.65,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.075,ARC-RM-2822/1_Wing_A,0,2
314,0.5,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.16,ARC-RM-2822/1_Wing_A,0,2
315,0.35,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.315,ARC-RM-2822/1_Wing_A,0,2
316,0.225,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.37,ARC-RM-2822/1_Wing_A,0,2
317,0.15,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.385,ARC-RM-2822/1_Wing_A,0,2
318,0.08,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.36,ARC-RM-2822/1_Wing_A,0,2
319,0.03,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.305,ARC-RM-2822/1_Wing_A,0,2
320,0.01,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.165,ARC-RM-2822/1_Wing_A,0,2
321,0.0,0.245,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.425,ARC-RM-2822/1_Wing_A,0,2
322,0.01,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.325,ARC-RM-2822/1_Wing_A,0,2
323,0.03,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.15,ARC-RM-2822/1_Wing_A,0,2
324,0.08,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.055,ARC-RM-2822/1_Wing_A,0,2
325,0.15,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.135,ARC-RM-2822/1_Wing_A,0,2
326,0.225,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.165,ARC-RM-2822/1_Wing_A,0,2
327,0.35,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.18,ARC-RM-2822/1_Wing_A,0,2
328,0.5,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.125,ARC-RM-2822/1_Wing_A,0,2
329,0.65,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.02,ARC-RM-2822/1_Wing_A,0,2
330,0.75,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.02,ARC-RM-2822/1_Wing_A,0,2
331,0.85,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.04,ARC-RM-2822/1_Wing_A,0,2
332,0.95,0.245,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.075,ARC-RM-2822/1_Wing_A,0,2
333,0.95,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.08,ARC-RM-2822/1_Wing_A,0,2
334,0.85,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.015,ARC-RM-2822/1_Wing_A,0,2
335,0.65,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.08,ARC-RM-2822/1_Wing_A,0,2
336,0.35,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.315,ARC-RM-2822/1_Wing_A,0,2
337,0.225,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.36,ARC-RM-2822/1_Wing_A,0,2
338,0.15,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.385,ARC-RM-2822/1_Wing_A,0,2
339,0.08,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.36,ARC-RM-2822/1_Wing_A,0,2
340,0.03,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.315,ARC-RM-2822/1_Wing_A,0,2
341,0.01,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.2,ARC-RM-2822/1_Wing_A,0,2
342,0.0,0.367,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.45,ARC-RM-2822/1_Wing_A,0,2
343,0.01,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.325,ARC-RM-2822/1_Wing_A,0,2
344,0.03,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.135,ARC-RM-2822/1_Wing_A,0,2
345,0.08,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.035,ARC-RM-2822/1_Wing_A,0,2
346,0.15,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.13,ARC-RM-2822/1_Wing_A,0,2
347,0.225,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.16,ARC-RM-2822/1_Wing_A,0,2
348,0.35,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.17,ARC-RM-2822/1_Wing_A,0,2
349,0.5,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.095,ARC-RM-2822/1_Wing_A,0,2
350,0.65,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.03,ARC-RM-2822/1_Wing_A,0,2
351,0.75,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.005,ARC-RM-2822/1_Wing_A,0,2
352,0.85,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.05,ARC-RM-2822/1_Wing_A,0,2
353,0.95,0.367,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.075,ARC-RM-2822/1_Wing_A,0,2
354,0.95,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.085,ARC-RM-2822/1_Wing_A,0,2
355,0.85,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.03,ARC-RM-2822/1_Wing_A,0,2
356,0.75,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.025,ARC-RM-2822/1_Wing_A,0,2
357,0.65,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.08,ARC-RM-2822/1_Wing_A,0,2
358,0.35,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.31,ARC-RM-2822/1_Wing_A,0,2
359,0.225,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.355,ARC-RM-2822/1_Wing_A,0,2
360,0.15,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.38,ARC-RM-2822/1_Wing_A,0,2
361,0.08,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.38,ARC-RM-2822/1_Wing_A,0,2
362,0.03,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.33,ARC-RM-2822/1_Wing_A,0,2
363,0.01,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,-0.15,ARC-RM-2822/1_Wing_A,0,2
364,0.0,0.51,U,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.51,ARC-RM-2822/1_Wing_A,0,2
365,0.01,0.51,L,RAE101,2.1,0.14,1680000.0,0.508,1.0,0.508,45.0,0.35,ARC-RM-2822/1_Wing_A,0,2
